account_rewards,date
-243761.1032000042,2015-03-18
2221.721199996795,2015-03-19
142627.30960000196,2015-03-20
23117.17199999792,2015-03-23
-245083.33639999636,2015-03-24
-149730.0324000023,2015-03-25
-99863.30999999835,2015-03-26
13514.67279999691,2015-03-27
-50866.45839999897,2015-03-30
136697.4164000014,2015-03-31
-22229.972799998217,2015-04-01
147648.63839999898,2015-04-02
24765.31159999969,2015-04-03
-81300.30400000318,2015-04-07
-106391.63719999598,2015-04-08
74812.22160000112,2015-04-09
74595.40119999724,2015-04-10
-56636.513200000525,2015-04-13
-450089.97279999533,2015-04-14
452804.215999999,2015-04-15
-46536.80240000574,2015-04-16
-438645.2492000004,2015-04-17
470400.17120000866,2015-04-20
248886.87399999515,2015-04-21
-397023.05799999874,2015-04-22
-183251.10840000096,2015-04-23
-71220.34839999814,2015-04-24
-387848.88280000415,2015-04-27
57305.37760000274,2015-04-28
-139270.8947999998,2015-04-29
-172298.81760000068,2015-04-30
-555637.2607999977,2015-05-04
21939.933599998632,2015-05-05
-86726.07519999918,2015-05-06
364710.23039999953,2015-05-07
234541.56799999837,2015-05-08
-58898.619199999324,2015-05-11
-149083.7488000028,2015-05-12
-373383.3844000013,2015-05-13
-352942.9275999923,2015-05-14
-76889.46680000196,2015-05-15
151792.61919999283,2015-05-18
-18281.35679999482,2015-05-19
5349.9887999976345,2015-05-20
208660.249200001,2015-05-21
235647.67680000025,2015-05-22
66214.78839999984,2015-05-25
-235213.7239999979,2015-05-26
-784596.6292000063,2015-05-27
211122.9459999985,2015-05-28
533336.580800002,2015-05-29
127971.7404000028,2015-06-01
-50613.946400000284,2015-06-02
-1751946.6367999977,2015-06-03
-353555.60360000026,2015-06-04
59318.46440000109,2015-06-05
-220121.1624000022,2015-06-08
170229.05879999898,2015-06-09
-25994.044799996875,2015-06-10
-132363.5144000028,2015-06-11
-581585.7480000025,2015-06-12
-533108.4804000016,2015-06-15
175130.20720000408,2015-06-16
-604397.2891999977,2015-06-17
-528202.304400004,2015-06-18
325443.26280000125,2015-06-19
40261.3804000021,2015-06-23
-569261.9948000023,2015-06-24
-791721.9915999982,2015-06-25
-348183.7679999995,2015-06-26
546345.5888000003,2015-06-29
-438488.6167999995,2015-06-30
-341912.4152000021,2015-07-01
-469693.4728000002,2015-07-02
-2091.3472000005413,2015-07-03
-288745.05160000053,2015-07-06
-372471.59519999794,2015-07-07
419743.635199998,2015-07-08
187719.0420000022,2015-07-09
-35097.232400002395,2015-07-10
-255526.0535999989,2015-07-13
-227461.3835999963,2015-07-14
-462142.3600000031,2015-07-15
-155265.37839999926,2015-07-16
10962.494000000741,2015-07-17
-167752.67680000086,2015-07-20
-116732.39399999748,2015-07-21
60615.54559999818,2015-07-22
-277761.1788000005,2015-07-23
-841500.4020000007,2015-07-24
-143363.66839999845,2015-07-27
117803.1699999983,2015-07-28
-321854.34960000013,2015-07-29
-49070.979599998136,2015-07-30
-124978.88520000136,2015-07-31
143821.19399999818,2015-08-03
-287935.7419999994,2015-08-04
-116812.95919999933,2015-08-05
125536.24239999885,2015-08-06
226443.3284000013,2015-08-07
-109920.8800000011,2015-08-10
-236563.13800000108,2015-08-11
11598.173599999847,2015-08-12
-50312.22439999831,2015-08-13
-205184.93280000106,2015-08-14
-474557.84999999753,2015-08-17
80635.64599999943,2015-08-18
-317918.78360000293,2015-08-19
-428334.76119999745,2015-08-20
-681593.5924000022,2015-08-21
-292072.0403999975,2015-08-24
-45793.08079999997,2015-08-25
355078.13800000196,2015-08-26
49150.04799999911,2015-08-27
-99865.34080000196,2015-08-28
-147161.60640000136,2015-08-31
-74086.40039999684,2015-09-01
